"Уникальный код улицы";"Наименование улицы для поиска, сортировки";"Действующее на данный момент наименование улицы для документов";"Действующее наименование для документов, приведенное к написанию наименования по ОМК УМ, но с сокращениями географических терминов";"Короткое наименование улицы МосгорБТИ";"Наименование  улицы по ОМК УМ";"Код состояния наименования";"Признак действующего наименования (1 — да, 0 — нет)";"Территориальная принадлежность улицы (коды районов)";"Примечание";"Код документа, на основании которого произведен ввод наименования";"Номер документа, на основании которого произведен ввод наименования";"Дата документа, на основании которого произведен ввод наименования";"Стандартизованная дата документа, на основании которого произведен ввод наименования";"Код «родителей» (ретроспектива)";"Код «потомков» (перспектива)";"Код улицы как физического объекта";"Дата ввода в Базу данных";"Основное наименование (без типа топонима)";"Код типа топонима";"Признак принадлежности к ОМК УМ";"Признак удаления";"Состояние наименования  улицы";"Документ, на основании которого произведен ввод наименования";"Наименование типа топонима";"Состояние подписи";
"2185";"Карельский бульв.";"Карельский бульв.";"Карельский бульв.";"Карельский бульв.";"Карельский бульвар";"1";"1";"915";"";"3";"";"23.01.1964";"23.01.1964 00:00:00";"";"";"9630";"13.02.1990 00:00:00";"Карельский";"8";"1";"0";"действующее наи";"архивные данные";"бульв.";"Запись не подписана";
"2344";"Крылатский мост";"";"Крылатский мост";"Крылатский мост";"Крылатский мост";"1";"1";"811,705,733";"";"9";"";"";"";"";"";"93026";"26.03.2009 00:00:00";"Крылатский";"11";"1";"0";"действующее наи";"нет данных";"мост";"Запись не подписана";
"2360";"Костякова ул.";"Костякова ул.";"ул. Костякова";"Костякова ул.";"улица Костякова";"1";"1";"927";"";"3";"";"11.07.1958";"11.07.1958 00:00:00";"";"";"11320";"01.11.1980 00:00:00";"Костякова";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"4455";"Останкинский 3-й пер.";"Останкинский 3-й пер.";"3-й Останкинский пер.";"Останкинский 3-й пер.";"3-й Останкинский переулок";"1";"1";"219";"";"3";"";"27.01.1928";"27.01.1928 00:00:00";"";"";"19360";"01.11.1980 00:00:00";"3-й Останкинский";"2";"1";"0";"действующее наи";"архивные данные";"пер.";"Запись не подписана";
"5173";"Проходчиков 3-й пр.";"Проходчиков 3-й пр.";"3-й пр. Проходчиков";"Проходчиков 3-й пр.";"3-й проезд Проходчиков";"5";"1";"";"";"9";"";"";"";"";"";"65173";"";"3-й Проходчиков";"3";"0";"0";"существующее, н";"нет данных";"пр.";"Запись не подписана";
"5400";"Радужная ул.";"Радужная ул.";"Радужная ул.";"Радужная ул.";"Радужная улица";"1";"1";"205";"";"3";"";"29.08.1964";"29.08.1964 00:00:00";"";"";"22760";"01.11.1980 00:00:00";"Радужная";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"5414";"Расторгуевский пер.";"Расторгуевский пер.";"Расторгуевский пер.";"Расторгуевский пер.";"Расторгуевский переулок";"1";"1";"109";"";"3";"";"до 1917 г.";"31.12.1916 00:00:00";"";"";"23020";"01.11.1980 00:00:00";"Расторгуевский";"2";"1";"0";"действующее наи";"архивные данные";"пер.";"Запись не подписана";
"5418";"Раушский 2-й пер.";"Раушский 2-й пер.";"2-й Раушский пер.";"Раушский 2-й пер.";"2-й Раушский переулок";"1";"1";"103";"";"3";"";"26.02.1954";"26.02.1954 00:00:00";"";"";"23050";"01.11.1980 00:00:00";"2-й Раушский";"2";"1";"0";"действующее наи";"архивные данные";"пер.";"Запись не подписана";
"5432";"Ржевский Б. пер.";"Ржевский Б. пер.";"Большой Ржевский пер.";"Ржевский Б. пер.";"Большой Ржевский переулок";"1";"1";"102";"";"3";"";"до 1917 г.";"31.12.1916 00:00:00";"";"";"23210";"01.11.1980 00:00:00";"Большой Ржевский";"2";"1";"0";"действующее наи";"архивные данные";"пер.";"Запись не подписана";
"5437";"Римского-Корсакова ул.";"Римского-Корсакова ул.";"ул. Римского-Корсакова";"Римского-Корсакова ул.";"улица Римского-Корсакова";"1";"1";"221";"";"3";"";"08.10.1974";"08.10.1974 00:00:00";"";"";"23245";"22.01.1981 00:00:00";"Римского-Корсакова";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"5446";"Родионовская ул.";"Родионовская ул.";"Родионовская ул.";"Родионовская ул.";"Родионовская улица";"1";"1";"801";"";"3";"";"06.02.1986";"06.02.1986 00:00:00";"";"";"23305";"11.03.1986 00:00:00";"Родионовская";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"5450";"Рожки пос.";"Рожки н.п.";"Зеленоград, пос. Рожки";"Рожки пос.";"посёлок Рожки";"1";"1";"1005";"";"3";"";"29.08.1987";"29.08.1987 00:00:00";"";"";"23317";"29.08.1987 00:00:00";"Рожки";"15";"1";"0";"действующее наи";"архивные данные";"пос.";"Запись не подписана";
"5454";"Ромена Роллана пл.";"Роллана Ромена пл.";"пл. Ромена Роллана";"Ромена Роллана пл.";"площадь Ромена Роллана";"1";"1";"733,735";"";"3";"";"29.01.1966";"29.01.1966 00:00:00";"";"";"23340";"01.11.1980 00:00:00";"Ромена Роллана";"4";"1";"0";"действующее наи";"архивные данные";"пл.";"Запись не подписана";
"5456";"Романов пер.";"Романов пер.";"Романов пер.";"Романов пер.";"Романов переулок";"1";"1";"102";"";"1";"№ 968-ПП";"25.10.1994";"25.10.1994 00:00:00";"1197";"";"5400";"31.01.1995 00:00:00";"Романов";"2";"1";"0";"действующее наи";"Пост-ие Прав-ва";"пер.";"Запись не подписана";
"5460";"Россолимо ул.";"Россолимо ул.";"ул. Россолимо";"Россолимо ул.";"улица Россолимо";"1";"1";"115";"";"3";"";"25.12.1931";"25.12.1931 00:00:00";"";"";"23370";"24.03.1981 00:00:00";"Россолимо";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"5477";"Рощинский 6-й пр.";"Рощинский 6-й пр.";"6-й Рощинский пр.";"Рощинский 6-й пр.";"6-й Рощинский проезд";"1";"1";"507";"";"3";"";"10.10.1969";"10.10.1969 00:00:00";"";"";"23690";"01.11.1980 00:00:00";"6-й Рощинский";"3";"1";"0";"действующее наи";"архивные данные";"пр.";"Запись не подписана";
"5491";"Ростокинский 1-й мост";"";"1-й Ростокинский мост";"Ростокинский 1-й мост";"1-й Ростокинский мост";"1";"1";"201,223";"";"9";"";"";"";"";"";"93040";"17.04.2009 00:00:00";"Ростокинский 1-й";"11";"1";"0";"действующее наи";"нет данных";"мост";"Запись не подписана";
"5575";"Рождествено н.п.";"Рождествено н.п.";"н.п. Рождествено";"Рождествено н.п.";"";"9";"0";"";"";"9";"";"";"";"";"";"65575";"";"Рождествено";"27";"0";"1";"упраздненное на";"нет данных";"н.п.";"Запись не подписана";
"5884";"Слободской пер.";"Слободской пер.";"Слободской пер.";"Слободской пер.";"Слободской переулок";"1";"1";"407";"";"3";"";"до 1917 г.";"31.12.1916 00:00:00";"";"";"25480";"01.11.1980 00:00:00";"Слободской";"2";"1";"0";"действующее наи";"архивные данные";"пер.";"Запись не подписана";
"5900";"Снежная ул.";"Снежная ул.";"Снежная ул.";"Снежная ул.";"Снежная улица";"1";"1";"225";"";"3";"";"31.01.1964";"31.01.1964 00:00:00";"";"";"25600";"01.11.1980 00:00:00";"Снежная";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"7716";"Юннатов ул.";"Юннатов ул.";"ул. Юннатов";"Юннатов ул.";"улица Юннатов";"1";"1";"923";"";"3";"";"13.01.1956";"13.01.1956 00:00:00";"";"";"32230";"01.11.1980 00:00:00";"Юннатов";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"845";"Восьмого Марта ул. (пос.Внуково)";"ул. 8 Марта (пос.Внуково)";"пос.Внуково, ул. 8 Марта";"Восьмого Марта ул.(Внук.)";"улица 8 Марта";"1";"1";"701";"";"3";"";"27.09.1956";"27.09.1956 00:00:00";"";"";"4211";"01.11.1980 00:00:00";"8 Марта";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"854";"Вторая Пятилетка ул.";"Вторая Пятилетка ул.";"ул. Вторая Пятилетка";"Вторая Пятилетка ул.";"улица Вторая Пятилетка";"1";"1";"1005";"";"3";"";"21.07.1987";"21.07.1987 00:00:00";"";"";"22527";"21.07.1987 00:00:00";"Вторая Пятилетка";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"864";"Вяземская ул.";"Вяземская ул.";"Вяземская ул.";"Вяземская ул.";"Вяземская улица";"1";"1";"713";"";"3";"";"25.12.1961";"25.12.1961 00:00:00";"";"";"4430";"01.11.1980 00:00:00";"Вяземская";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"871";"Вахтангова ул.";"Вахтангова ул.";"ул. Вахтангова";"Вахтангова ул.";"улица Вахтангова";"2";"0";"102";"";"3";"";"1934 г.";"01.01.1934 00:00:00";"";"4023";"3030";"27.03.1995 00:00:00";"Вахтангова";"1";"0";"0";"прежнее наимено";"архивные данные";"ул.";"Запись не подписана";
"888";"Воробьевы Горы";"";"Воробьёвы Горы";"Воробьевы Горы";"Воробьёвы Горы";"5";"1";"725";"";"9";"";"до 1917 г.";"31.12.1916 00:00:00";"";"";"4055";"24.09.1997 00:00:00";"Воробьёвы Горы";"33";"0";"0";"существующее, н";"нет данных";"прочие";"Запись не подписана";
"974";"Востряковская 5-я ул.";"Востряковская 5-я ул.";"Востряковская 5-я ул.";"Востряковская 5-я ул.";"";"9";"0";"";"";"9";"";"";"";"";"";"60974";"";"Востряковская 5-я";"1";"0";"1";"упраздненное на";"нет данных";"ул.";"Запись не подписана";
"980";"Вычегодская ул.";"Вычегодская ул.";"Вычегодская ул.";"Вычегодская ул.";"";"9";"0";"";"";"9";"";"";"";"";"";"60980";"";"Вычегодская";"1";"0";"1";"упраздненное на";"нет данных";"ул.";"Запись не подписана";
"1100";"Глазовский пер.";"Глазовский пер.";"Глазовский пер.";"Глазовский пер.";"Глазовский переулок";"1";"1";"102,115";"";"1";"№ 968-ПП";"25.10.1994";"25.10.1994 00:00:00";"3202";"";"14180";"31.01.1995 00:00:00";"Глазовский";"2";"1";"0";"действующее наи";"Пост-ие Прав-ва";"пер.";"Запись не подписана";
