"Уникальный код улицы";"Наименование улицы для поиска, сортировки";"Действующее на данный момент наименование улицы для документов";"Действующее наименование для документов, приведенное к написанию наименования по ОМК УМ, но с сокращениями географических терминов";"Короткое наименование улицы МосгорБТИ";"Наименование  улицы по ОМК УМ";"Код состояния наименования";"Признак действующего наименования (1 — да, 0 — нет)";"Территориальная принадлежность улицы (коды районов)";"Примечание";"Код документа, на основании которого произведен ввод наименования";"Номер документа, на основании которого произведен ввод наименования";"Дата документа, на основании которого произведен ввод наименования";"Стандартизованная дата документа, на основании которого произведен ввод наименования";"Код «родителей» (ретроспектива)";"Код «потомков» (перспектива)";"Код улицы как физического объекта";"Дата ввода в Базу данных";"Основное наименование (без типа топонима)";"Код типа топонима";"Признак принадлежности к ОМК УМ";"Признак удаления";"Состояние наименования  улицы";"Документ, на основании которого произведен ввод наименования";"Наименование типа топонима";"Состояние подписи";
"6118";"Северная 5-я линия";"Северный пос. 5-я линия";"5-я Северная линия";"Северная 5-я линия";"5-я Северная линия";"1";"1";"229";"";"3";"";"1994 г.";"01.01.1994 00:00:00";"";"";"24714";"27.12.1995 00:00:00";"5-я Северная";"17";"1";"0";"действующее наи";"архивные данные";"линия";"Запись не подписана";
"6138";"Самаркандский бульв., кварт.134А";"Самаркандский бульв., кварт.134а";"Самаркандский бульв., кварт.134А";"Самаркандский б-р кв.134А";"Самаркандский бульвар, квартал 134А";"1";"1";"401";"";"9";"";"";"";"";"";"24334";"03.06.1997 00:00:00";"Самаркандский бульв. 134А";"18";"1";"0";"действующее наи";"нет данных";"кварт.";"Запись не подписана";
"6151";"Северянин платф.";"Северянин платф.";"платф. Северянин";"Северянин платф.";"платформа Северянин";"5";"1";"235";"";"9";"";"";"";"";"";"66151";"";"Северянин";"31";"0";"0";"существующее, н";"нет данных";"платф.";"Запись не подписана";
"6157";"Совхоз им.Моссовета 7-е отд.";"Совхоз им.Моссовета 7-е отд.";"7-е отд. Совхоза им. Моссовета";"Совх.им.Моссовета 7 отд.";"7-е отделение Совхоза имени Моссовета";"5";"1";"315";"";"9";"";"";"";"";"";"66157";"";"7-е отд. Совхоза им. Моссовета";"37";"0";"0";"существующее, н";"нет данных";"свх.";"Запись не подписана";
"6200";"Садово-парковое хозяйство";"Садово-парковое хозяйство";"Садово-парковое хозяйство";"Садово-парковое хозяйство";"";"9";"0";"";"";"9";"";"";"";"";"";"66200";"";"Садово-парковое хозяйство";"33";"0";"1";"упраздненное на";"нет данных";"прочие";"Запись не подписана";
"6201";"Салтыковская наб.";"Салтыковская наб.";"Салтыковская наб.";"Салтыковская наб.";"";"9";"0";"";"";"9";"";"";"";"";"";"66201";"";"Салтыковская";"5";"0";"1";"упраздненное на";"нет данных";"наб.";"Запись не подписана";
"6290";"Славы пл.";"";"пл. Славы";"Славы пл.";"площадь Славы";"1";"1";"405";"";"1";"№ 571-ПП";"02.08.2005";"02.08.2005 00:00:00";"";"";"25443";"26.08.2005 00:00:00";"Славы";"4";"1";"0";"действующее наи";"Пост-ие Прав-ва";"пл.";"Запись не подписана";
"6295";"Ставропольский пр.";"";"Ставропольский пр.";"Ставропольский пр.";"Ставропольский проезд";"1";"1";"409";"";"3";"№730";"26.09.2006";"26.09.2006 00:00:00";"";"";"26365";"02.10.2006 00:00:00";"Ставропольский";"3";"1";"0";"действующее наи";"архивные данные";"пр.";"Запись не подписана";
"6545";"Татарский Б. пер.";"Татарский Б. пер.";"Большой Татарский пер.";"Татарский Б. пер.";"Большой Татарский переулок";"1";"1";"103";"";"3";"";"до 1917 г.";"31.12.1916 00:00:00";"";"";"27650";"01.11.1980 00:00:00";"Большой Татарский";"2";"1";"0";"действующее наи";"архивные данные";"пер.";"Запись не подписана";
"6565";"Театральный пр.";"Театральный пр.";"Театральный пр.";"Театральный пр.";"Театральный проезд";"3";"1";"107,113";"";"1";"№ 968-ПП";"25.10.1994";"25.10.1994 00:00:00";"3584";"";"27765";"13.04.1992 00:00:00";"Театральный";"3";"1";"0";"часть после раз";"Пост-ие Прав-ва";"пр.";"Запись не подписана";
"6575";"Троекурово н.п.";"Троекурово н. п.";"н.п. Троекурово";"Троекурово н.п.";"населённый пункт Троекурово";"2";"0";"";"";"9";"";"";"";"";"";"66737";"";"Троекурово";"27";"0";"0";"прежнее наимено";"нет данных";"н.п.";"Запись не подписана";
"6598";"Тихомирова ул.";"Тихомирова ул.";"ул. Тихомирова";"Тихомирова ул.";"улица Тихомирова";"1";"1";"227";"";"3";"";"13.04.1967";"13.04.1967 00:00:00";"";"";"28030";"01.11.1980 00:00:00";"Тихомирова";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"7838";"Ямского Поля 5-я ул.";"Ямского Поля 5-я ул.";"5-я ул. Ямского Поля";"Ямского Поля 5-я ул.";"5-я улица Ямского Поля";"1";"1";"903";"";"3";"";"до 1917 г.";"31.12.1916 00:00:00";"";"";"32470";"01.11.1980 00:00:00";"5-я Ямского Поля";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"6627";"Трехсвятительский Б. пер.";"Трехсвятительский Б. пер.";"Большой Трёхсвятительский пер.";"Трехсвятительский Б. пер.";"Большой Трёхсвятительский переулок";"1";"1";"101";"";"1";"№ 968-ПП";"25.10.1994";"25.10.1994 00:00:00";"879";"";"4320";"31.01.1995 00:00:00";"Большой Трёхсвятительский";"2";"1";"0";"действующее наи";"Пост-ие Прав-ва";"пер.";"Запись не подписана";
"6695";"Текстильщиков 5-я ул.";"Текстильщиков 5-я ул.";"5-я ул. Текстильщиков";"Текстильщиков 5-я ул.";"5-я улица Текстильщиков";"5";"1";"421";"";"9";"";"";"";"";"";"745";"";"5-я Текстильщиков";"1";"0";"0";"существующее, н";"нет данных";"ул.";"Запись не подписана";
"6749";"Текстильщики пос. 8-я ул.";"Текстильщики пос. 8-я ул.";"8-я ул. пос. Текстильщики";"Текстильщики пос.8-я ул.";"8-я улица посёлка Текстильщики";"2";"0";"421";"";"9";"";"";"";"";"6569";"27830";"";"пос. Текстильщики 8-я";"1";"0";"0";"прежнее наимено";"нет данных";"ул.";"Запись не подписана";
"6764";"Тестовская ул.";"";"Тестовская ул.";"Тестовская ул.";"Тестовская улица";"1";"1";"109";"";"1";"№ 313-ПП";"24.04.2007";"24.04.2007 00:00:00";"2400";"";"11730";"08.05.2007 00:00:00";"Тестовская";"1";"1";"0";"действующее наи";"Пост-ие Прав-ва";"ул.";"Запись не подписана";
"6872";"Ухтомский пер.";"Ухтомский пер.";"Ухтомский пер.";"Ухтомский пер.";"Ухтомский переулок";"1";"1";"407";"";"3";"";"24.08.1924";"24.08.1924 00:00:00";"";"";"29230";"01.11.1980 00:00:00";"Ухтомский";"2";"1";"0";"действующее наи";"архивные данные";"пер.";"Запись не подписана";
"6932";"Федоренко Маршала ул.";"Федоренко Маршала ул.";"ул. Маршала Федоренко";"Федоренко Маршала ул.";"улица Маршала Федоренко";"1";"1";"917";"";"2";"№ 112";"15.01.1982";"15.01.1982 00:00:00";"";"";"29347";"15.02.1982 00:00:00";"Маршала Федоренко";"1";"1";"0";"действующее наи";"Постановление М";"ул.";"Запись не подписана";
"6934";"Федоскинская ул.";"Федоскинская ул.";"Федоскинская ул.";"Федоскинская ул.";"Федоскинская улица";"1";"1";"235";"";"3";"";"29.08.1964";"29.08.1964 00:00:00";"";"";"29360";"01.11.1980 00:00:00";"Федоскинская";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"7011";"Хорошево-Мневники, квартал 75";"Хорошево-Мневники, квартал 75";"Хорошёво-Мнёвники, квартал 75";"Хорошево-Мневники кв.75";"Хорошёво-Мнёвники, квартал 75";"5";"1";"811";"";"9";"";"";"";"";"";"67011";"";"Хорошёво-Мнёвники, 75";"18";"0";"0";"существующее, н";"нет данных";"кварт.";"Запись не подписана";
"7012";"Хорошевская горка ул.";"Хорошевская горка ул.";"Хорошёвская горка ул.";"Хорошевская горка ул.";"";"9";"0";"";"";"9";"";"";"";"";"";"67012";"";"Хорошёвская горка";"1";"0";"1";"упраздненное на";"нет данных";"ул.";"Запись не подписана";
"7092";"Холодильный пер.";"Холодильный пер.";"Холодильный пер.";"Холодильный пер.";"Холодильный переулок";"1";"1";"507";"";"3";"";"17.12.1925";"17.12.1925 00:00:00";"";"";"30090";"01.11.1980 00:00:00";"Холодильный";"2";"1";"0";"действующее наи";"архивные данные";"пер.";"Запись не подписана";
"7097";"Хорошевская 3-я ул.";"Хорошевская 3-я ул.";"3-я Хорошёвская ул.";"Хорошевская 3-я ул.";"3-я Хорошёвская улица";"1";"1";"811";"";"3";"";"11.12.1953";"11.12.1953 00:00:00";"";"";"30150";"01.11.1980 00:00:00";"3-я Хорошёвская";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"7106";"Хорошевское шоссе";"Хорошевское шоссе";"Хорошёвское шоссе";"Хорошевское шоссе";"Хорошёвское шоссе";"1";"1";"931";"";"3";"";"1935 г.";"01.01.1935 00:00:00";"";"";"30230";"01.11.1980 00:00:00";"Хорошёвское";"6";"1";"0";"действующее наи";"архивные данные";"шоссе";"Запись не подписана";
"7110";"Хохловская пл.";"Хохловская пл.";"Хохловская пл.";"Хохловская пл.";"Хохловская площадь";"1";"1";"101";"";"3";"";"до 1917 г.";"31.12.1916 00:00:00";"";"";"30270";"01.11.1980 00:00:00";"Хохловская";"4";"1";"0";"действующее наи";"архивные данные";"пл.";"Запись не подписана";
"7131";"Хохловка Нижн. ул.";"Хохловка Нижн. ул.";"ул. Нижняя Хохловка";"Хохловка Нижн. ул.";"улица Нижняя Хохловка";"5";"1";"415";"";"9";"";"";"";"";"";"67131";"";"Нижняя Хохловка";"1";"1";"0";"существующее, н";"нет данных";"ул.";"Запись не подписана";
"7141";"ЦНИИМОД ул.";"ЦНИИМОД ул.";"ул. ЦНИИМОД";"ЦНИИМОД ул.";"улица ЦНИИМОД";"1";"1";"1005";"";"3";"";"10.03.1987";"10.03.1987 00:00:00";"";"";"30520";"31.01.1995 00:00:00";"ЦНИИМОД";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"7155";"Центросоюзный пер.";"Центросоюзный пер.";"Центросоюзный пер.";"Центросоюзный пер.";"Центросоюзный переулок";"1";"1";"101";"";"3";"";"06.11.1923";"06.11.1923 00:00:00";"";"";"30470";"01.11.1980 00:00:00";"Центросоюзный";"2";"1";"0";"действующее наи";"архивные данные";"пер.";"Запись не подписана";
"7167";"Центральная ул.";"Центральная ул.";"Центральная ул.";"Центральная ул.";"Центральная улица";"6";"0";"";"";"9";"";"";"";"";"";"67167";"";"Центральная";"1";"0";"0";"прочее";"нет данных";"ул.";"Запись не подписана";
"7243";"Чертольский пер.";"Чертольский пер.";"Чертольский пер.";"Чертольский пер.";"Чертольский переулок";"1";"1";"115";"";"3";"";"07.06.1922";"07.06.1922 00:00:00";"";"";"30950";"01.11.1980 00:00:00";"Чертольский";"2";"1";"0";"действующее наи";"архивные данные";"пер.";"Запись не подписана";
"7245";"Чехова ул. (пос.Толстопальцево)";"Чехова ул. (пос.Толстопальцево)";"пос.Толстопальцево, ул. Чехова";"Чехова ул.(Толст.)";"улица Чехова";"1";"1";"701";"";"3";"";"15.10.1985";"15.10.1985 00:00:00";"";"";"30981";"14.10.1985 00:00:00";"Чехова";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"7258";"Чоботовская 3-я аллея";"Чоботовская 3-я аллея";"3-я Чоботовская аллея";"Чоботовская 3-я аллея";"3-я Чоботовская аллея";"1";"1";"719";"";"2";"№ 2529";"10.09.1984";"10.09.1984 00:00:00";"";"";"31098";"09.04.1986 00:00:00";"3-я Чоботовская";"9";"1";"0";"действующее наи";"Постановление М";"аллея";"Запись не подписана";
"7275";"Чуксин туп.";"Чуксин туп.";"Чуксин туп.";"Чуксин туп.";"Чуксин тупик";"1";"1";"927";"";"3";"";"до 1917 г.";"31.12.1916 00:00:00";"";"";"31180";"01.11.1980 00:00:00";"Чуксин";"7";"1";"0";"действующее наи";"архивные данные";"туп.";"Запись не подписана";
"7309";"Чагинский 1-й пер.";"Чагинский 1-й пер.";"Чагинский 1-й пер.";"Чагинский 1-й пер.";"";"9";"0";"";"";"9";"";"";"";"";"";"67309";"";"Чагинский 1-й";"2";"0";"1";"упраздненное на";"нет данных";"пер.";"Запись не подписана";
"7324";"Черепковская 4-я ул.";"Черепковская 4-я ул.";"Черепковская 4-я ул.";"Черепковская 4-я ул.";"";"9";"0";"";"";"9";"";"";"";"";"";"67324";"";"Черепковская 4-я";"1";"0";"1";"упраздненное на";"нет данных";"ул.";"Запись не подписана";
"7340";"Чехова ул. (Люблино)";"Чехова ул. Люблино";"Чехова ул. Люблино";"Чехова ул.(Люблино)";"";"9";"0";"";"";"9";"";"";"";"";"";"67340";"";"Чехова";"1";"0";"1";"упраздненное на";"нет данных";"ул.";"Запись не подписана";
"7402";"Шлюзовый 1-й мост";"";"1-й Шлюзовый мост";"Шлюзовый 1-й мост";"1-й Шлюзовый мост";"1";"1";"103";"";"9";"";"";"";"";"";"93057";"17.04.2009 00:00:00";"Шлюзовый 1-й";"11";"1";"0";"действующее наи";"нет данных";"мост";"Запись не подписана";
"7411";"Ширяевская Б. ул.";"Ширяевская Б. ул.";"Большая Ширяевская ул.";"Ширяевская Б. ул.";"Большая Ширяевская улица";"1";"1";"329";"";"3";"";"до 1917 г.";"31.12.1916 00:00:00";"";"";"31500";"01.11.1980 00:00:00";"Большая Ширяевская";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"7423";"Шлюзовой 2-й пер.";"Шлюзовой 2-й пер.";"2-й Шлюзовой пер.";"Шлюзовой 2-й пер.";"2-й Шлюзовой переулок";"9";"0";"103";"";"1";"№ 260-ПП";"06.04.1999";"06.04.1999 00:00:00";"";"";"31600";"01.11.1980 00:00:00";"2-й Шлюзовой";"2";"0";"0";"упраздненное на";"Пост-ие Прав-ва";"пер.";"Запись не подписана";
"7465";"Шепиловская ул.";"Шепиловская ул.";"Шепиловская ул.";"Шепиловская ул.";"";"9";"0";"";"";"9";"";"";"";"";"";"67465";"";"Шепиловская";"1";"0";"1";"упраздненное на";"нет данных";"ул.";"Запись не подписана";
"7595";"Щемиловский 2-й пер.";"Щемиловский 2-й пер.";"2-й Щемиловский пер.";"Щемиловский 2-й пер.";"2-й Щемиловский переулок";"1";"1";"113";"";"3";"";"до 1917 г.";"31.12.1916 00:00:00";"";"";"31820";"01.11.1980 00:00:00";"2-й Щемиловский";"2";"1";"0";"действующее наи";"архивные данные";"пер.";"Запись не подписана";
"53";"Амурский пер.";"Амурский пер.";"Амурский пер.";"Амурский пер.";"Амурский переулок";"1";"1";"309";"";"3";"№ 2761";"18.09.1985";"18.09.1985 00:00:00";"";"";"445";"18.09.1985 00:00:00";"Амурский";"2";"1";"0";"действующее наи";"архивные данные";"пер.";"Запись не подписана";
"63";"Андроновское шоссе";"Андроновское шоссе";"Андроновское шоссе";"Андроновское шоссе";"Андроновское шоссе";"1";"1";"407";"";"3";"";"1950 г.";"01.01.1950 00:00:00";"";"";"510";"01.11.1980 00:00:00";"Андроновское";"6";"1";"0";"действующее наи";"архивные данные";"шоссе";"Запись не подписана";
"66";"Андроньевская наб.";"Андроньевская наб.";"Андроньевская наб.";"Андроньевская наб.";"Андроньевская набережная";"1";"1";"111";"";"3";"";"1925 г.";"01.01.1925 00:00:00";"";"";"540";"01.11.1980 00:00:00";"Андроньевская";"5";"1";"0";"действующее наи";"архивные данные";"наб.";"Запись не подписана";
"303";"Беговая ул.";"Беговая ул.";"Беговая ул.";"Беговая ул.";"Беговая улица";"1";"1";"903,931";"";"3";"";"1925 г.";"01.01.1925 00:00:00";"";"";"1500";"01.11.1980 00:00:00";"Беговая";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"314";"Белогорская 2-я ул.";"Белогорская 2-я ул.";"2-я Белогорская ул.";"Белогорская 2-я ул.";"2-я Белогорская улица";"1";"1";"621";"";"3";"";"06.02.1986";"06.02.1986 00:00:00";"";"";"1594";"11.03.1986 00:00:00";"2-я Белогорская";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"354";"Богатырская 3-я ул.";"Богатырская 3-я ул.";"3-я Богатырская ул.";"Богатырская 3-я ул.";"3-я Богатырская улица";"1";"1";"301";"";"3";"";"12.03.1954";"12.03.1954 00:00:00";"";"";"2010";"31.01.1995 00:00:00";"3-я Богатырская";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"443";"Бутовская ул.";"Бутовская ул.";"Бутовская ул.";"Бутовская ул.";"Бутовская улица";"1";"1";"501";"";"3";"";"05.04.1965";"05.04.1965 00:00:00";"";"";"2690";"01.11.1980 00:00:00";"Бутовская";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"472";"Бутово Северное мкр.4А";"Бутово Северное мкр.4а";"Бутово Северное мкр.4А";"Бутово Северное мкр.4А";"Бутово Северное мкр.4А";"5";"1";"";"";"9";"";"";"";"";"";"60472";"";"Бутово Северное 4А";"16";"0";"0";"существующее, н";"нет данных";"мкр.";"Запись не подписана";
"576";"Бутово Южное мкр.1 кварт.2Б ЖК-2";"Бутово Южное мкр.1, кв.2б, ЖК-2";"Бутово Южное мкр.1, кварт. 2Б, ЖК-2";"Бутово Ю.мкр.1 кв.2Б ЖК-2";"Бутово Южное мкр.1 кварт.2Б ЖК-2";"5";"1";"";"";"4";"";"";"";"";"";"60576";"";"Бутово Южное мкр.1 кварт.2Б ЖК-2";"33";"0";"0";"существующее, н";"заявка МосгорБТ";"прочие";"Запись не подписана";
"578";"Бутово Южное мкр.1 кварт.2А ЖК-2";"Бутово Южное мкр.1, кв.2а, ЖК-2";"Бутово Южное мкр.1, кварт. 2А, ЖК-2";"Бутово Ю.мкр.1 кв.2А ЖК-2";"Бутово Южное мкр.1 кварт.2А ЖК-2";"5";"1";"";"";"4";"";"";"";"";"";"60578";"";"Бутово Южное мкр.1 кварт.2А ЖК-2";"33";"0";"0";"существующее, н";"заявка МосгорБТ";"прочие";"Запись не подписана";
"588";"Бутово Южное мкр.1 кварт.1А";"Бутово Южное мкр.1 кварт.1а";"Бутово Южное мкр.1 кварт.1А";"Бутово Южное мкр.1 кв.1А";"Бутово Южное мкр.1 кварт.1А";"5";"1";"";"";"4";"";"";"";"";"";"60588";"07.02.2003 00:00:00";"Бутово Южное мкр.1 кварт.1А";"33";"0";"0";"существующее, н";"заявка МосгорБТ";"прочие";"Запись не подписана";
"636";"Бутово пос. кварт. 2";"";"пос. Бутово кварт. 2";"Бутово пос. кварт. 2";"пос. Бутово кварт. 2";"5";"1";"";"";"4";"";"";"";"";"";"60636";"19.05.2009 00:00:00";"Бутово  кварт. 2";"15";"0";"0";"существующее, н";"заявка МосгорБТ";"пос.";"Запись не подписана";
"688";"Ватин Б. пер.";"Ватин Б. пер.";"Большой Ватин пер.";"Ватин Б. пер.";"Большой Ватин переулок";"1";"1";"111";"";"3";"";"07.06.1922";"07.06.1922 00:00:00";"";"";"2940";"01.11.1980 00:00:00";"Большой Ватин";"2";"1";"0";"действующее наи";"архивные данные";"пер.";"Запись не подписана";
"718";"Весковский пер.";"Весковский пер.";"Весковский пер.";"Весковский пер.";"Весковский переулок";"1";"1";"113";"";"3";"";"до 1917 г.";"31.12.1916 00:00:00";"";"";"3260";"01.11.1980 00:00:00";"Весковский";"2";"1";"0";"действующее наи";"архивные данные";"пер.";"Запись не подписана";
"761";"Водников ул.";"Водников ул.";"ул. Водников";"Водников ул.";"улица Водников";"1";"1";"805";"";"3";"";"26.08.1960";"26.08.1960 00:00:00";"";"";"3630";"01.11.1980 00:00:00";"Водников";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"763";"Водопьянова ул.";"Водопьянова ул.";"ул. Водопьянова";"Водопьянова ул.";"улица Водопьянова";"1";"1";"211";"";"3";"";"26.08.1960";"26.08.1960 00:00:00";"";"";"3650";"01.11.1980 00:00:00";"Водопьянова";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"798";"Волоколамский Б. пр.";"Волоколамский Б. пр.";"Большой Волоколамский пр.";"Волоколамский Б. пр.";"Большой Волоколамский проезд";"1";"1";"813";"";"3";"";"24.10.1958";"24.10.1958 00:00:00";"";"";"3890";"01.11.1980 00:00:00";"Большой Волоколамский";"3";"1";"0";"действующее наи";"архивные данные";"пр.";"Запись не подписана";
"806";"Волхонка ул.";"Волхонка ул.";"ул. Волхонка";"Волхонка ул.";"улица Волхонка";"1";"1";"115";"";"3";"";"до 1917 г.";"31.12.1916 00:00:00";"";"";"3970";"01.11.1980 00:00:00";"Волхонка";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"808";"Вольная ул.";"Вольная ул.";"Вольная ул.";"Вольная ул.";"Вольная улица";"1";"1";"327";"";"3";"";"07.06.1922";"07.06.1922 00:00:00";"";"";"3990";"01.11.1980 00:00:00";"Вольная";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"812";"Вольская 2-я ул.";"Вольская 2-я ул.";"2-я Вольская ул.";"Вольская 2-я ул.";"2-я Вольская улица";"1";"1";"413";"";"3";"№ 38/13";"03.09.1968";"03.09.1968 00:00:00";"";"";"4021";"01.11.1980 00:00:00";"2-я Вольская";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"815";"Воробьевский 4-й пр.";"Воробьевский 4-й пр.";"Воробьевский 4-й пр.";"Воробьевский 4-й пр.";"";"9";"0";"603";"";"9";"";"";"";"";"";"60815";"06.08.1992 00:00:00";"Воробьевский 4-й";"3";"0";"1";"упраздненное на";"нет данных";"пр.";"Запись не подписана";
"830";"Воскресенская ул.";"Воскресенская ул.";"Воскресенская ул.";"Воскресенская ул.";"Воскресенская улица";"1";"1";"729";"";"3";"";"13.07.1962";"13.07.1962 00:00:00";"";"";"4130";"01.11.1980 00:00:00";"Воскресенская";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"831";"Воскресенские Ворота пр.";"Воскресенские Ворота пр.";"пр. Воскресенские Ворота";"Воскресенские Ворота пр.";"проезд Воскресенские Ворота";"1";"1";"113";"";"1";"№ 968-ПП";"25.10.1994";"25.10.1994 00:00:00";"2018";"";"8950";"31.01.1995 00:00:00";"Воскресенские Ворота";"3";"1";"0";"действующее наи";"Пост-ие Прав-ва";"пр.";"Запись не подписана";
"103";"Афанасьевский М. пер.";"Афанасьевский М. пер.";"Малый Афанасьевский пер.";"Афанасьевский М. пер.";"Малый Афанасьевский переулок";"1";"1";"102";"";"3";"";"до 1917 г.";"31.12.1916 00:00:00";"";"";"860";"01.11.1980 00:00:00";"Малый Афанасьевский";"2";"1";"0";"действующее наи";"архивные данные";"пер.";"Запись не подписана";
"170";"Александровка ул.";"";"Зеленоград, ул. Александровка";"Александровка ул.";"улица Александровка";"1";"1";"1005";"";"1";"№ 320-ПП";"16.05.2006";"16.05.2006 00:00:00";"5119";"";"65119";"01.06.2006 00:00:00";"Александровка";"1";"1";"0";"действующее наи";"Пост-ие Прав-ва";"ул.";"Запись не подписана";
"250";"Баженова ул.";"Баженова ул.";"ул. Баженова";"Баженова ул.";"улица Баженова";"1";"1";"523";"";"3";"";"05.04.1965";"05.04.1965 00:00:00";"";"";"990";"01.11.1980 00:00:00";"Баженова";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"270";"Банный пр.";"Банный пр.";"Банный пр.";"Банный пр.";"Банный проезд";"1";"1";"107";"";"3";"";"до 1917 г.";"31.12.1916 00:00:00";"";"";"1200";"24.03.1981 00:00:00";"Банный";"3";"1";"0";"действующее наи";"архивные данные";"пр.";"Запись не подписана";
"275";"Бардина ул.";"Бардина ул.";"ул. Бардина";"Бардина ул.";"улица Бардина";"1";"1";"603";"";"3";"";"09.02.1960";"09.02.1960 00:00:00";"";"";"1250";"01.11.1980 00:00:00";"Бардина";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"277";"Баррикадная ул.";"Баррикадная ул.";"Баррикадная ул.";"Баррикадная ул.";"Баррикадная улица";"1";"1";"109";"";"3";"";"1919 г.";"31.12.1918 00:00:00";"";"";"1270";"01.11.1980 00:00:00";"Баррикадная";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"290";"Батюнинская ул.";"Батюнинская ул.";"Батюнинская ул.";"Батюнинская ул.";"Батюнинская улица";"1";"1";"417";"";"3";"";"1976 г.";"01.01.1976 00:00:00";"";"";"1370";"09.02.1990 00:00:00";"Батюнинская";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"410";"Брестская 1-я ул.";"Брестская 1-я ул.";"1-я Брестская ул.";"Брестская 1-я ул.";"1-я Брестская улица";"1";"1";"113";"";"3";"";"до 1917 г.";"31.12.1916 00:00:00";"";"";"2440";"01.11.1980 00:00:00";"1-я Брестская";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"411";"Брестская 2-я ул.";"Брестская 2-я ул.";"2-я Брестская ул.";"Брестская 2-я ул.";"2-я Брестская улица";"1";"1";"109,113";"";"3";"";"до 1917 г.";"31.12.1916 00:00:00";"";"";"2450";"01.11.1980 00:00:00";"2-я Брестская";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"1441";"Дубнинский пр.";"";"Дубнинский пр.";"Дубнинский пр.";"Дубнинский проезд";"1";"1";"911";"";"3";"";"1994 г.";"01.01.1994 00:00:00";"";"";"6780";"31.01.1995 00:00:00";"Дубнинский";"3";"1";"0";"действующее наи";"архивные данные";"пр.";"Запись не подписана";
"1595";"Ельнинская ул.";"Ельнинская ул.";"Ельнинская ул.";"Ельнинская ул.";"Ельнинская улица";"1";"1";"707";"";"3";"";"09.05.1961";"09.05.1961 00:00:00";"";"";"7200";"01.11.1980 00:00:00";"Ельнинская";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"1764";"Зацепа ул.";"Зацепа ул.";"ул. Зацепа";"Зацепа ул.";"улица Зацепа";"1";"1";"103";"";"3";"";"до 1917 г.";"31.12.1916 00:00:00";"";"";"7790";"01.11.1980 00:00:00";"Зацепа";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"1792";"Зельев пер.";"Зельев пер.";"Зельев пер.";"Зельев пер.";"Зельев переулок";"1";"1";"331";"";"3";"";"17.12.1925";"17.12.1925 00:00:00";"";"";"8070";"01.11.1980 00:00:00";"Зельев";"2";"1";"0";"действующее наи";"архивные данные";"пер.";"Запись не подписана";
"1813";"Золоторожский Вал ул.";"Золоторожский Вал ул.";"ул. Золоторожский Вал";"Золоторожский Вал ул.";"улица Золоторожский Вал";"1";"1";"111,407";"";"3";"";"07.06.1922";"07.06.1922 00:00:00";"";"";"8170";"01.11.1980 00:00:00";"Золоторожский Вал";"1";"1";"0";"действующее наи";"архивные данные";"ул.";"Запись не подписана";
"1830";"Землячки ул.";"Землячки ул.";"ул. Землячки";"Землячки ул.";"улица Землячки";"2";"0";"103";"";"3";"";"22.03.1947";"22.03.1947 00:00:00";"";"6543";"8130";"28.03.1995 00:00:00";"Землячки";"1";"0";"0";"прежнее наимено";"архивные данные";"ул.";"Запись не подписана";
"1843";"Западный пр.";"Западный пр.";"Западный пр.";"Западный пр.";"Западный проезд";"1";"1";"";"";"9";"";"";"";"";"";"61843";"";"Западный";"3";"0";"0";"действующее наи";"нет данных";"пр.";"Запись не подписана";
